,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,अधिकांश,JJ,-50,-50,1,
1,8,2,शिकारी,NN,-50,-50,1, 
2,14,3,-,SYM,-50,-50,1,
3,16,4,चरवाहा,NN,-50,-50,1, 
4,23,5,(,SYM,-50,-50,1,
5,25,6,हंटर,NN,-50,-50,1, 
6,29,7,-,SYM,-50,-50,1,
7,31,8,गेदरर,XC,-50,-50,1, 
8,36,9,),SYM,-50,-50,1,
9,38,10,समाज,NN,-50,-50,1, 
10,43,11,खानाबदोश,JJ,-50,-50,1, 
11,52,12,हैं।,NN,-50,-50,1, 
12,57,13,ऐसी,DEM,-50,-50,2, 
13,61,14,जीवनयापन,NN,-50,-50,2, 
14,70,15,प्रणाली,NN,-50,-50,2, 
15,78,16,में,PSP,-50,-50,2, 
16,82,17,व्यवस्थित,JJ,-50,-50,2, 
17,92,18,हो,VM,-50,-50,2, 
18,97,19,मुशि्कल,JJ,-50,-50,2, 
19,105,20,है,VM,-50,-50,2, 
20,108,21,क्योंकि,CC,-50,-50,2, 
21,116,22,किसी,PRP,-50,-50,2, 
22,121,23,प्रदेश,NN,-50,-50,2, 
23,128,24,का,PSP,-50,-50,2, 
24,131,25,स्रोत,NN,-50,-50,2, 
25,137,26,बहुत,QF,-50,-50,2, 
26,142,27,जल्दी,RB,-50,-50,2, 
27,148,28,समाप्त,JJ,-50,-50,2, 
28,155,29,हो,VM,-50,-50,2, 
29,158,30,सक,VAUX,-50,-50,2, 
30,163,31,हैं।,JJ,-50,-50,2, 
31,168,32,उनकी,PRP,-50,-50,3, 
32,173,33,जीवनयापन,NN,-50,-50,3, 
33,182,34,प्रणाली,NN,-50,-50,3, 
34,190,35,का,PSP,-50,-50,3, 
35,193,36,कारण,NN,-50,-50,3, 
36,198,37,शिकारी,JJ,-50,-50,3, 
37,205,38,-,SYM,-50,-50,3,
38,207,39,चरवाहा,JJ,-50,-50,3, 
39,214,40,समाज,NN,-50,-50,3, 
40,219,41,कि,CC,-50,-50,3, 
41,222,42,जनसंख्या,NN,-50,-50,3, 
42,231,43,भी,RP,-50,-50,3, 
43,234,44,काफी,INTF,-50,-50,3, 
44,239,45,कम,QF,-50,-50,3, 
45,242,46,हो,VM,-50,-50,3, 
46,247,47,है।,JJ,-50,-50,3, 
47,251,48,कृषि,XC,-50,-50,4, 
48,256,49,जीवनयापव,NN,-50,-50,4, 
49,265,50,प्रणालियां,NN,-50,-50,4, 
50,276,51,गैर,XC,-50,-50,4, 
51,279,52,-,SYM,-50,-50,4,
52,281,53,कृषि,NN,-50,-50,4, 
53,287,54,का,PSP,-50,-50,4,  
54,290,55,तुल,NN,-50,-50,4, 
55,296,56,में,PSP,-50,-50,4, 
56,300,57,60,QC,-50,-50,4, 
57,303,58,से,PSP,-50,-50,4, 
58,306,59,100,QC,-50,-50,4, 
59,310,60,गुना,VM,-50,-50,4, 
60,315,61,अधिक,QF,-50,-50,4, 
61,320,62,जनसंख्या,NN,-50,-50,4, 
62,329,63,घनत्व,NN,-50,-50,4, 
63,335,64,का,PSP,-50,-50,4, 
64,338,65,पालन,NN,-50,-50,4, 
65,342,66,-,SYM,-50,-50,4,
66,344,67,पोषण,NN,-50,-50,4, 
67,349,68,कर,VM,-50,-50,4, 
68,352,69,सक,VAUX,-50,-50,4, 
69,357,70,है,VAUX,-50,-50,4, 
70,361,71,जो,PRP,-50,-50,4, 
71,367,72,परिणामस्वरूप,NN,-50,-50,4, 
72,380,73,जनसंख्या,NN,-50,-50,4, 
73,389,74,का,PSP,-50,-50,4, 
74,392,75,घनत्व,NN,-50,-50,4, 
75,398,76,अधिक,QF,-50,-50,4, 
76,403,77,हो,VM,-50,-50,4, 
77,408,78,है।,JJ,-50,-50,4, 
78,412,79,शिकारी,NN,-50,-50,5, 
79,418,80,-,SYM,-50,-50,5,
80,420,81,चरवाहा,NN,-50,-50,5, 
81,427,82,(,SYM,-50,-50,5,
82,428,83,हंटर,NN,-50,-50,5,
83,432,84,-,SYM,-50,-50,5,
84,434,85,गेदरर,XC,-50,-50,5, 
85,439,86,),SYM,-50,-50,5,
86,441,87,समाज,NN,-50,-50,5, 
87,446,88,में,PSP,-50,-50,5, 
88,450,89,गैर,XC,-50,-50,5, 
89,453,90,-,SYM,-50,-50,5,
90,455,91,तरतमता,NN,-50,-50,5, 
91,462,92,वाली,PSP,-50,-50,5, 
92,467,93,सामाजिक,JJ,-50,-50,5, 
93,475,94,संरचना,NN,-50,-50,5, 
94,484,95,हो,VM,-50,-50,5, 
95,489,96,है,VAUX,-50,-50,5, 
96,492,97,",",SYM,-50,-50,5,
97,494,98,हालांकि,CC,-50,-50,5, 
98,502,99,हमेशा,RB,-50,-50,5, 
99,508,100,ऐसा,PRP,-50,-50,5, 
100,512,101,नहीं,NEG,-50,-50,5, 
101,517,102,होता।,NN,-50,-50,5, 
102,523,103,क्योंकि,CC,-50,-50,6, 
103,531,104,शिकारी,NN,-50,-50,6, 
104,537,105,-,SYM,-50,-50,6,
105,539,106,चरवाहा,NN,-50,-50,6, 
106,546,107,(,SYM,-50,-50,6,
107,547,108,हंटर,NN,-50,-50,6,
108,551,109,-,SYM,-50,-50,6,
109,553,110,गेदरर,XC,-50,-50,6, 
110,558,111,),SYM,-50,-50,6,
111,560,112,खानाबदोश,NN,-50,-50,6, 
112,569,113,हो,VM,-50,-50,6, 
113,574,114,है,VAUX,-50,-50,6, 
114,577,115,",",SYM,-50,-50,6,
115,580,116,आमतौर,NN,-50,-50,6,  
116,586,117,पर,PSP,-50,-50,6, 
117,588,118,",",SYM,-50,-50,6,
118,590,119,उनके,PRP,-50,-50,6, 
119,595,120,पास,NST,-50,-50,6, 
120,599,121,अधिशेष,JJ,-50,-50,6, 
121,606,122,खाद्य,NN,-50,-50,6, 
122,612,123,भंडार,NN,-50,-50,6, 
123,618,124,का,PSP,-50,-50,6, 
