,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,परिवार,NN,-50,-50,1,
1,9,2,पर,PSP,-50,-50,1, 
2,12,3,रहन,XC,-50,-50,1, 
3,15,4,-,SYM,-50,-50,1,
4,16,5,सहन,NN,-50,-50,1,
5,20,6,का,PSP,-50,-50,1, 
6,23,7,लागतों,NN,-50,-50,1, 
7,30,8,में,PSP,-50,-50,1, 
8,34,9,वृद्धि,NN,-50,-50,1, 
9,41,10,का,PSP,-50,-50,1, 
10,44,11,मार,NN,-50,-50,1, 
11,48,12,खा,VM,-50,-50,2,"
"
12,53,13,और,CC,-50,-50,2, 
13,56,14,ईंधन,NN,-50,-50,2, 
14,61,15,का,PSP,-50,-50,2, 
15,64,16,दाम,NN,-50,-50,2, 
16,68,17,पिछला,JJ,-50,-50,2, 
17,74,18,17,QC,-50,-50,2, 
18,77,19,साला,NN,-50,-50,2, 
19,83,20,में,PSP,-50,-50,2, 
20,87,21,सबसे,INTF,-50,-50,2, 
21,92,22,तेज,JJ,-50,-50,2, 
22,96,23,दर,NN,-50,-50,2, 
23,99,24,से,PSP,-50,-50,2, 
24,102,25,बढ़ने,VM,-50,-50,2, 
25,108,26,का,PSP,-50,-50,2, 
26,111,27,कारण,NN,-50,-50,2, 
27,116,28,अंग्रेज,NN,-50,-50,2, 
28,124,29,परिवार,NN,-50,-50,2, 
29,133,30,पर,PSP,-50,-50,2, 
30,136,31,एक,QC,-50,-50,2, 
31,139,32,वर्ष,NN,-50,-50,2, 
32,144,33,में,PSP,-50,-50,2, 
33,148,34,अतिरिक्त,JJ,-50,-50,2, 
34,157,35,"31,300",QC,-50,-50,2, 
35,165,36,यूरो,NN,-50,-50,2,  
36,170,37,का,PSP,-50,-50,2, 
37,173,38,खर्च,NN,-50,-50,2, 
38,178,39,बढ़,NN,-50,-50,2, 
39,182,40,गया,VAUX,-50,-50,2, 
40,186,41,है,VAUX,-50,-50,2, 
41,188,42,,SYM,-50,-50,2,
42,190,43,विशेषज्ञ,NN,-50,-50,3, 
