,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,कातिल,JJ,-50,-50,1,
1,6,2,नर्स,NN,-50,-50,1, 
2,11,3,को,PSP,-50,-50,1, 
3,14,4,चार,QC,-50,-50,1, 
4,18,5,साल,NN,-50,-50,1, 
5,22,6,का,PSP,-50,-50,1, 
6,25,7,उर्म,NN,-50,-50,1, 
7,30,8,कैद,NN,-50,-50,1, 
8,34,9,अस्पताल,NN,-50,-50,2,"
"
9,42,10,का,PSP,-50,-50,2, 
10,45,11,नर्स,NN,-50,-50,2, 
11,50,12,कोलिन,XC,-50,-50,2, 
12,56,13,नोरिस,NN,-50,-50,2, 
13,62,14,को,PSP,-50,-50,2, 
14,65,15,अपना,PRP,-50,-50,2, 
15,70,16,चार,QC,-50,-50,2, 
16,74,17,रोगी,NN,-50,-50,2, 
17,82,18,को,PSP,-50,-50,2, 
18,85,19,मार,VM,-50,-50,2, 
19,91,20,का,PSP,-50,-50,2, 
20,94,21,ले,PSP,-50,-50,2, 
21,98,22,जीवन,NN,-50,-50,2, 
22,103,23,भर,RP,-50,-50,2, 
23,106,24,का,PSP,-50,-50,2, 
24,109,25,ले,PSP,-50,-50,2, 
25,113,26,कारावास,NN,-50,-50,2, 
26,121,27,दे,VM,-50,-50,2, 
27,126,28,गया,VAUX,-50,-50,2, 
28,130,29,गया,VAUX,-50,-50,2, 
29,134,30,था,VAUX,-50,-50,2, 
30,136,31,,SYM,-50,-50,2,
31,138,32,32,QC,-50,-50,3, 
32,141,33,वर्ष,NN,-50,-50,3, 
33,146,34,का,PSP,-50,-50,3, 
34,149,35,गाल्सगो,VM,-50,-50,3, 
35,157,36,का,PSP,-50,-50,3, 
36,160,37,नोरिस,NN,-50,-50,3, 
37,166,38,ने,PSP,-50,-50,3, 
38,169,39,2002,QC,-50,-50,3, 
39,174,40,में,PSP,-50,-50,3, 
40,178,41,चार,QC,-50,-50,3, 
41,182,42,महिला,NN,-50,-50,3, 
42,190,43,को,PSP,-50,-50,3, 
43,193,44,भारी,JJ,-50,-50,3, 
44,198,45,मात्रा,NN,-50,-50,3, 
45,205,46,में,PSP,-50,-50,3, 
46,209,47,नींद,NN,-50,-50,3, 
47,214,48,का,PSP,-50,-50,3, 
48,217,49,दवाई,NN,-50,-50,3, 
49,222,50,दे,VM,-50,-50,3, 
50,227,51,मार,VM,-50,-50,3, 
51,231,52,दे,VAUX,-50,-50,3, 
52,236,53,था,VAUX,-50,-50,3, 
53,238,54,,SYM,-50,-50,3,
54,240,55,कल,NN,-50,-50,4, 
55,242,56,",",SYM,-50,-50,4,
56,244,57,उसे,PRP,-50,-50,4, 
57,248,58,लंबी,JJ,-50,-50,4, 
58,253,59,पेशी,NN,-50,-50,4, 
59,258,60,का,PSP,-50,-50,4, 
60,261,61,बाग,NN,-50,-50,4, 
61,265,62,चार,QC,-50,-50,4, 
62,269,63,लोग,NN,-50,-50,4, 
63,275,64,का,PSP,-50,-50,4, 
64,278,65,खून,NN,-50,-50,4, 
65,282,66,का,PSP,-50,-50,4, 
66,285,67,आरोप,NN,-50,-50,4, 
67,290,68,में,PSP,-50,-50,4, 
68,294,69,दोषी,JJ,-50,-50,4, 
69,299,70,पा,VM,-50,-50,4, 
70,304,71,गया,VAUX,-50,-50,4, 
71,307,72,,SYM,-50,-50,4,
72,309,73,उसे,PRP,-50,-50,5, 
73,313,74,चार,QC,-50,-50,5, 
74,317,75,साल,NN,-50,-50,5, 
75,321,76,का,PSP,-50,-50,5, 
76,324,77,कारावास,NN,-50,-50,5, 
77,332,78,दे,VM,-50,-50,5, 
78,337,79,गया,VAUX,-50,-50,5, 
79,340,80,",",SYM,-50,-50,5,
80,342,81,प्रत्येक,QF,-50,-50,5, 
81,351,82,खून,NN,-50,-50,5, 
82,355,83,का,PSP,-50,-50,5, 
83,358,84,ले,PSP,-50,-50,5, 
84,362,85,एक,QC,-50,-50,5, 
85,364,86,,SYM,-50,-50,5,
86,366,87,उसे,PRP,-50,-50,6, 
87,370,88,कम,QF,-50,-50,6, 
88,373,89,से,PSP,-50,-50,6, 
89,376,90,कम,QF,-50,-50,6, 
90,379,91,30,QC,-50,-50,6, 
91,382,92,वर्ष,NN,-50,-50,6, 
92,387,93,रह,VM,-50,-50,6, 
93,392,94,हो,VAUX,-50,-50,6, 
94,396,95,,SYM,-50,-50,6,
95,398,96,पुलिस,NN,-50,-50,7, 
96,404,97,ऑफिसर,XC,-50,-50,7, 
97,410,98,चेरिस,XC,-50,-50,7, 
98,416,99,ग्रेग,NNP,-50,-50,7, 
99,422,100,का,PSP,-50,-50,7, 
100,425,101,कह,VM,-50,-50,7, 
101,430,102,था,VAUX,-50,-50,7, 
102,433,103,कि,CC,-50,-50,7, 
103,436,104,नोरिस,NN,-50,-50,7, 
104,442,105,अस्पताल,NN,-50,-50,7, 
105,450,106,का,PSP,-50,-50,7, 
106,453,107,आस,NST,-50,-50,7, 
107,455,108,-,SYM,-50,-50,7,
108,456,109,पास,NST,-50,-50,7,
109,460,110,अजीब,JJ,-50,-50,7, 
110,465,111,तरह,NN,-50,-50,7, 
111,469,112,से,PSP,-50,-50,7, 
112,472,113,पेश,JJ,-50,-50,7, 
113,476,114,आ,VM,-50,-50,7, 
114,478,115,रह,VAUX,-50,-50,7, 
115,482,116,था,VAUX,-50,-50,7, 
116,484,117,,SYM,-50,-50,7,
117,486,118,केवल,RB,-50,-50,8, 
118,491,119,अस्पताल,NN,-50,-50,8, 
119,499,120,का,PSP,-50,-50,8, 
120,502,121,अन्य,JJ,-50,-50,8, 
121,507,122,कर्मचारी,NN,-50,-50,8, 
122,519,123,का,PSP,-50,-50,8, 
123,522,124,चेतना,NN,-50,-50,8, 
124,528,125,का,PSP,-50,-50,8, 
125,531,126,कारण,NN,-50,-50,8, 
