,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,स्पीलबर्ग,NNP,-50,-50,1,
1,10,2,ने,PSP,-50,-50,1, 
2,13,3,बीजींग,NN,-50,-50,1, 
3,20,4,का,PSP,-50,-50,1, 
4,23,5,ऊपर,NST,-50,-50,1, 
5,27,6,डार्फ़ुर,NN,-50,-50,1, 
6,36,7,को,PSP,-50,-50,1, 
7,39,8,चुन,VM,-50,-50,1, 
8,44,9,डार्फ़ुर,NN,-50,-50,2,"
"
9,53,10,में,PSP,-50,-50,2, 
10,57,11,चीन,NNP,-50,-50,2, 
11,61,12,द्वारा,PSP,-50,-50,2, 
12,68,13,सुडान,NN,-50,-50,2, 
13,74,14,का,PSP,-50,-50,2, 
14,77,15,नीति,NN,-50,-50,2, 
15,82,16,का,PSP,-50,-50,2, 
16,85,17,समर्थन,NN,-50,-50,2, 
17,92,18,कर,VM,-50,-50,2, 
18,97,19,का,PSP,-50,-50,2, 
19,100,20,विरोध,NN,-50,-50,2, 
20,106,21,कर,VM,-50,-50,2, 
21,111,22,का,PSP,-50,-50,2, 
22,114,23,ले,PSP,-50,-50,2, 
23,117,24,",",SYM,-50,-50,2,
24,119,25,निश्चित,JJ,-50,-50,2, 
25,127,26,तौर,NN,-50,-50,2, 
26,131,27,पर,PSP,-50,-50,2, 
27,134,28,चीनी,XC,-50,-50,2, 
28,139,29,सरकार,NNP,-50,-50,2, 
29,145,30,को,PSP,-50,-50,2, 
30,148,31,अपनी,PRP,-50,-50,2, 
31,153,32,इच्छा,NN,-50,-50,2, 
32,159,33,जता,VM,-50,-50,2, 
33,165,34,का,PSP,-50,-50,2, 
34,168,35,कोशिश,NN,-50,-50,2, 
35,174,36,का,PSP,-50,-50,2, 
36,177,37,रूप,NN,-50,-50,2, 
37,181,38,में,PSP,-50,-50,2, 
38,184,39,",",SYM,-50,-50,2,
39,187,40,स्टीवन,XC,-50,-50,2,  
40,194,41,स्पीलबर्ग,NNP,-50,-50,2, 
41,204,42,ने,PSP,-50,-50,2, 
42,207,43,स्वयं,PRP,-50,-50,2, 
43,213,44,को,PSP,-50,-50,2, 
44,216,45,बीजींग,XC,-50,-50,2, 
45,223,46,ऑलंपिक,NNP,-50,-50,2, 
46,230,47,से,PSP,-50,-50,2, 
47,233,48,बाहर,NST,-50,-50,2, 
48,238,49,किया।,NN,-50,-50,2, 
49,244,50,उन्होंने,PRP,-50,-50,3, 
50,253,51,अपना,PRP,-50,-50,3, 
51,258,52,नाम,NN,-50,-50,3, 
52,262,53,डार्फ़ुर,NN,-50,-50,3, 
53,271,54,में,PSP,-50,-50,3, 
54,275,55,फिर,RB,-50,-50,3, 
55,279,56,से,PSP,-50,-50,3, 
56,282,57,हो,VM,-50,-50,3, 
57,285,58,रह,VAUX,-50,-50,3, 
58,289,59,दंगा,NN,-50,-50,3, 
59,294,60,का,PSP,-50,-50,3, 
60,297,61,कारण,NN,-50,-50,3, 
61,302,62,वापस,JJ,-50,-50,3, 
62,307,63,ले,VM,-50,-50,3, 
63,312,64,और,CC,-50,-50,3, 
64,315,65,इससे,PRP,-50,-50,3, 
65,320,66,उनका,PRP,-50,-50,3, 
66,325,67,इरादा,NN,-50,-50,3, 
67,331,68,चीन,NNP,-50,-50,3, 
68,335,69,को,PSP,-50,-50,3, 
69,338,70,शर्मिंदा,NN,-50,-50,3, 
70,347,71,कर,VM,-50,-50,3, 
71,352,72,था,VAUX,-50,-50,3, 
72,354,73,",",SYM,-50,-50,3,
73,356,74,जो,PRP,-50,-50,3, 
74,362,75,कारण,NN,-50,-50,3, 
75,367,76,सुडानी,JJ,-50,-50,3, 
76,374,77,सरकार,NN,-50,-50,3, 
77,380,78,का,PSP,-50,-50,3, 
78,383,79,साथ,NST,-50,-50,3, 
79,387,80,चीन,NNP,-50,-50,3, 
80,391,81,का,PSP,-50,-50,3, 
81,394,82,करीबी,JJ,-50,-50,3, 
82,400,83,संबंध,NN,-50,-50,3, 
83,406,84,का,PSP,-50,-50,3, 
84,409,85,नकारात्मक,JJ,-50,-50,3, 
85,419,86,रूप,NN,-50,-50,3, 
86,423,87,से,PSP,-50,-50,3, 
87,426,88,टूट,VM,-50,-50,3, 
88,431,89,-,SYM,-50,-50,3,
89,432,90,टूट,RDP,-50,-50,3,
90,438,91,रह,VM,-50,-50,3, 
91,441,92,गया।,JJ,-50,-50,3, 
92,446,93,चीन,NNP,-50,-50,4, 
93,449,94,",",SYM,-50,-50,4,
94,452,95,जो,PRP,-50,-50,4,  
95,458,96,सुडानी,JJ,-50,-50,4, 
96,465,97,तेल,NN,-50,-50,4, 
97,469,98,उद्योग,NN,-50,-50,4, 
98,476,99,में,PSP,-50,-50,4, 
99,480,100,बहुत,INTF,-50,-50,4, 
100,485,101,व्यापक,JJ,-50,-50,4, 
101,492,102,निवेश,NN,-50,-50,4, 
102,498,103,है,VM,-50,-50,4, 
103,500,104,",",SYM,-50,-50,4,
104,502,105,ने,PSP,-50,-50,4, 
105,505,106,सरकार,NN,-50,-50,4, 
106,511,107,का,PSP,-50,-50,4, 
107,514,108,साथ,NST,-50,-50,4, 
108,518,109,करीबी,JJ,-50,-50,4, 
109,524,110,संबंध,NN,-50,-50,4, 
110,530,111,बना,VM,-50,-50,4, 
111,535,112,रखा,VAUX,-50,-50,4, 
112,538,113,",",SYM,-50,-50,4,
113,540,114,जो,PRP,-50,-50,4, 
114,547,115,एक,QC,-50,-50,4, 
115,550,116,मंत्री,NN,-50,-50,4, 
116,557,117,को,PSP,-50,-50,4, 
117,560,118,हैग,VM,-50,-50,4, 
118,564,119,का,PSP,-50,-50,4, 
119,567,120,इंटरनेशनल,XC,-50,-50,4, 
120,577,121,क्रिमिनल,XC,-50,-50,4, 
121,586,122,कॉर्ट,NN,-50,-50,4, 
122,592,123,द्वारा,PSP,-50,-50,4, 
123,599,124,मानवता,NN,-50,-50,4, 
124,606,125,का,PSP,-50,-50,4, 
125,609,126,विरुद्ध,JJ,-50,-50,4, 
126,617,127,जुर्म,NN,-50,-50,4, 
127,623,128,का,PSP,-50,-50,4, 
128,626,129,आरोपी,NN,-50,-50,4, 
129,632,130,मान,VM,-50,-50,4, 
130,637,131,गया।,JJ,-50,-50,4, 
131,642,132,यद्यपि,XC,-50,-50,5, 
132,648,133,",",SYM,-50,-50,5,
133,650,134,इस,DEM,-50,-50,5, 
134,653,135,बात,NN,-50,-50,5, 
135,657,136,पर,PSP,-50,-50,5, 
136,660,137,ज़ोर,NN,-50,-50,5, 
137,665,138,दे,VM,-50,-50,5, 
138,670,139,हो,VAUX,-50,-50,5, 
139,674,140,कि,CC,-50,-50,5, 
140,677,141,चल,VM,-50,-50,5, 
141,680,142,रह,VAUX,-50,-50,5, 
142,684,143,इन,DEM,-50,-50,5, 
143,687,144,एट्रॉसिटी,NN,-50,-50,5, 
144,697,145,का,PSP,-50,-50,5, 
145,700,146,ले,PSP,-50,-50,5, 
146,704,147,खारतोम,NN,-50,-50,5, 
147,711,148,को,PSP,-50,-50,5, 
148,714,149,सबसे,INTF,-50,-50,5, 
149,719,150,ज्यादा,QF,-50,-50,5, 
150,726,151,ज़िम्मेदार,JJ,-50,-50,5, 
151,737,152,मान,VM,-50,-50,5, 
152,742,153,जा,VAUX,-50,-50,5, 
153,747,154,है,VAUX,-50,-50,5, 
154,749,155,",",SYM,-50,-50,5,
155,751,156,स्पीलबर्ग,NNP,-50,-50,5, 
156,761,157,अपना,PRP,-50,-50,5, 
157,766,158,बात,NN,-50,-50,5, 
158,770,159,पर,PSP,-50,-50,5, 
159,773,160,कायम,JJ,-50,-50,5, 
160,778,161,रह,VM,-50,-50,5, 
161,782,162,कि,CC,-50,-50,5, 
162,785,163,अंतर्राष्ट्रीय,JJ,-50,-50,5, 
163,800,164,समुदाय,NN,-50,-50,5, 
164,807,165,और,CC,-50,-50,5, 
165,810,166,विशेष,JJ,-50,-50,5, 
166,816,167,रूप,NN,-50,-50,5, 
167,820,168,से,PSP,-50,-50,5, 
168,823,169,चीन,NNP,-50,-50,5, 
169,827,170,को,PSP,-50,-50,5, 
170,830,171,इन,DEM,-50,-50,5, 
171,833,172,अफ़सोसजनक,JJ,-50,-50,5, 
172,843,173,स्थिति,NN,-50,-50,5, 
173,853,174,को,PSP,-50,-50,5, 
174,856,175,रोक,VM,-50,-50,5, 
175,862,176,का,PSP,-50,-50,5, 
176,865,177,ले,PSP,-50,-50,5, 
177,869,178,कुछ,QF,-50,-50,5, 
178,873,179,ज्यादा,QF,-50,-50,5, 
179,880,180,कर,VM,-50,-50,5, 
180,885,181,चाहिए।,JJ,-50,-50,5, 
