,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,शिकारी,JJ,-50,-50,1,
1,7,2,फ़रमर,NN,-50,-50,1, 
2,13,3,समाजों,NN,-50,-50,1, 
3,20,4,का,PSP,-50,-50,1, 
4,23,5,बहुमत,NN,-50,-50,1, 
5,29,6,खानाबदोश,JJ,-50,-50,1, 
6,38,7,हैं।,NN,-50,-50,1, 
7,43,8,यह,PRP,-50,-50,2, 
8,46,9,मुश्किल,JJ,-50,-50,2, 
9,54,10,है,VM,-50,-50,2, 
10,57,11,इस,DEM,-50,-50,2, 
11,60,12,तरह,NN,-50,-50,2, 
12,64,13,का,PSP,-50,-50,2, 
13,67,14,निर्वाह,NN,-50,-50,2, 
14,75,15,प्रणाली,NN,-50,-50,2, 
15,83,16,का,PSP,-50,-50,2, 
16,86,17,तहत,NN,-50,-50,2, 
17,90,18,बस,VM,-50,-50,2, 
18,93,19,जान,VAUX,-50,-50,2, 
19,98,20,जैसा,CC,-50,-50,2, 
20,103,21,कि,RP,-50,-50,2, 
21,106,22,एक,QC,-50,-50,2, 
22,109,23,क्षेत्र,NN,-50,-50,2, 
23,117,24,का,PSP,-50,-50,2, 
24,120,25,संसाधन,NN,-50,-50,2, 
25,129,26,को,PSP,-50,-50,2, 
26,132,27,तेजी,RB,-50,-50,2, 
27,137,28,से,PSP,-50,-50,2, 
28,140,29,समाप्त,JJ,-50,-50,2, 
29,147,30,हो,VM,-50,-50,2, 
30,152,31,हो,VAUX,-50,-50,2, 
31,155,32,सक,VAUX,-50,-50,2, 
32,160,33,है।,JJ,-50,-50,2, 
33,164,34,शिकारी,NN,-50,-50,3, 
34,171,35,फ़रमर,NN,-50,-50,3, 
35,177,36,समाज,NN,-50,-50,3, 
36,182,37,भी,RP,-50,-50,3, 
37,185,38,उनके,PRP,-50,-50,3, 
38,190,39,निर्वाह,NN,-50,-50,3, 
39,198,40,प्रणाली,NN,-50,-50,3, 
40,206,41,का,PSP,-50,-50,3, 
41,209,42,एक,QC,-50,-50,3, 
42,212,43,परिणाम,NN,-50,-50,3, 
43,219,44,का,PSP,-50,-50,3, 
44,222,45,रूप,NN,-50,-50,3, 
45,226,46,में,PSP,-50,-50,3, 
46,230,47,बहुत,INTF,-50,-50,3, 
47,235,48,कम,QF,-50,-50,3, 
48,238,49,जनसंख्या,NN,-50,-50,3, 
49,247,50,घनत्व,NN,-50,-50,3, 
50,253,51,रख,VM,-50,-50,3, 
51,258,52,चाह,VAUX,-50,-50,3, 
52,264,53,हैं।,JJ,-50,-50,3, 
53,269,54,कृषि,XC,-50,-50,4, 
54,274,55,निर्वाह,NN,-50,-50,4, 
55,282,56,सिस्टम,XC,-50,-50,4, 
56,289,57,जनसंख्या,NN,-50,-50,4, 
57,298,58,घनत्व,NN,-50,-50,4, 
