,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,बढती,JJ,-50,-50,1,
1,5,2,महंगाई,NN,-50,-50,1, 
2,12,3,से,PSP,-50,-50,1, 
3,15,4,प्रभावित,JJ,-50,-50,1, 
4,24,5,परिवार,NN,-50,-50,1, 
5,31,6,अंग्रेजी,JJ,-50,-50,2,"
"
6,40,7,सरकार,NN,-50,-50,2, 
7,46,8,को,PSP,-50,-50,2, 
8,49,9,17,QC,-50,-50,2, 
9,52,10,साला,NN,-50,-50,2, 
10,58,11,में,PSP,-50,-50,2, 
11,62,12,सबसे,INTF,-50,-50,2, 
12,67,13,ज्यादा,QF,-50,-50,2, 
13,73,14,",",SYM,-50,-50,2,
14,75,15,यूरो,NNP,-50,-50,2, 
15,80,16,"31,300",QC,-50,-50,2, 
16,87,17,प्रति,RP:?,-50,-50,2, 
17,93,18,साल,NN,-50,-50,2, 
18,97,19,भोजन,NN,-50,-50,2, 
19,102,20,एवं,CC,-50,-50,2, 
20,106,21,ईंधन,NN,-50,-50,2, 
21,111,22,में,PSP,-50,-50,2, 
22,115,23,खर्च,NN,-50,-50,2, 
23,120,24,कर,VM,-50,-50,2, 
24,125,25,पडा।,NN,-50,-50,2, 
25,130,26,पिछला,JJ,-50,-50,3, 
26,136,27,कुछ,QF,-50,-50,3, 
27,140,28,साला,NN,-50,-50,3, 
28,146,29,में,PSP,-50,-50,3, 
29,150,30,शेयर,XC,-50,-50,3, 
30,155,31,मार्केट,NN,-50,-50,3, 
31,163,32,का,PSP,-50,-50,3, 
32,166,33,दर,NN,-50,-50,3, 
33,171,34,ऊचाईयां,NN,-50,-50,3, 
34,179,35,छू,VM,-50,-50,3, 
35,182,36,रह,VAUX,-50,-50,3, 
36,186,37,हैं।,JJ,-50,-50,3, 
37,191,38,अनुमान,NN,-50,-50,4, 
38,198,39,यह,PRP,-50,-50,4, 
39,201,40,लगा,VM,-50,-50,4, 
40,207,41,जा,VAUX,-50,-50,4, 
41,210,42,रह,VAUX,-50,-50,4, 
42,214,43,का,PSP,-50,-50,4, 
43,217,44,यह,PRP,-50,-50,4, 
44,220,45,और,CC,-50,-50,4, 
45,223,46,बढ,VM,-50,-50,4, 
46,228,47,",",SYM,-50,-50,4,
47,230,48,बैंक,NN,-50,-50,4, 
48,235,49,आफ,XC,-50,-50,4, 
49,238,50,इंग्लैंड,NNP,-50,-50,4, 
50,247,51,का,PSP,-50,-50,4, 
51,250,52,ले,PSP,-50,-50,4, 
52,254,53,ब्याज,XC,-50,-50,4, 
53,260,54,दर,NN,-50,-50,4, 
54,265,55,में,PSP,-50,-50,4, 
55,269,56,कमी,NN,-50,-50,4, 
56,273,57,कर,VM,-50,-50,4, 
57,278,58,मुश्किल,JJ,-50,-50,4, 
58,286,59,है,VM,-50,-50,4, 
59,289,60,फिर,RB,-50,-50,4, 
60,293,61,भी,RP,-50,-50,4, 
61,296,62,मंहगाई,NN,-50,-50,4, 
62,303,63,और,CC,-50,-50,4, 
63,306,64,अर्थव्यस्था,NN,-50,-50,4, 
64,318,65,को,PSP,-50,-50,4, 
65,321,66,काबू,NN,-50,-50,4, 
66,326,67,कर,VM,-50,-50,4, 
67,331,68,में,PSP,-50,-50,4, 
68,335,69,लगा,VM,-50,-50,4, 
69,339,70,है।,JJ,-50,-50,4, 
70,343,71,मामला,NN,-50,-50,5, 
71,349,72,को,PSP,-50,-50,5, 
72,352,73,और,CC,-50,-50,5, 
73,355,74,बेकाबू,JJ,-50,-50,5, 
74,362,75,कर,VM,-50,-50,5, 
75,367,76,का,PSP,-50,-50,5, 
76,370,77,ले,PSP,-50,-50,5, 
77,374,78,",",SYM,-50,-50,5,
78,376,79,बढती,JJ,-50,-50,5, 
79,381,80,कीमत,NN,-50,-50,5, 
