,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,एक,QC,-50,-50,1,
1,3,2,बडा,JJ,-50,-50,1, 
2,7,3,समूह,NN,-50,-50,1, 
3,12,4,शिकार,NN,-50,-50,1, 
4,17,5,-,SYM,-50,-50,1,
5,18,6,एकत्रित,JJ,-50,-50,1,
6,26,7,संस्था,NN,-50,-50,1, 
7,36,8,नोमादिक,JJ,-50,-50,1, 
8,44,9,है,VM,-50,-50,1, 
9,47,10,।,SYM,-50,-50,1, 
10,49,11,यह,PRP,-50,-50,2, 
11,52,12,बहुत,INTF,-50,-50,2, 
12,57,13,कठिन,JJ,-50,-50,2, 
13,62,14,है,VM,-50,-50,2, 
14,64,15,",",SYM,-50,-50,2,
15,66,16,निस्चित,JJ,-50,-50,2, 
16,74,17,कर,VM,-50,-50,2, 
17,79,18,कि,CC,-50,-50,2, 
18,82,19,इस,DEM,-50,-50,2, 
19,85,20,प्रकार,NN,-50,-50,2, 
20,92,21,का,PSP,-50,-50,2, 
21,95,22,व्यवस्था,NN,-50,-50,2, 
22,104,23,जो,PRP,-50,-50,2, 
23,107,24,कि,CC,-50,-50,2, 
24,110,25,बहुत,QF,-50,-50,2, 
25,115,26,शीघ्र,RB,-50,-50,2, 
26,121,27,कार्यरत,NN,-50,-50,2, 
27,129,28,हो,VM,-50,-50,2, 
28,132,29,एक,QC,-50,-50,2, 
29,135,30,विशेष,JJ,-50,-50,2, 
30,141,31,समूह,NN,-50,-50,2, 
31,146,32,का,PSP,-50,-50,2, 
32,149,33,ले,PSP,-50,-50,2, 
33,154,34,।,SYM,-50,-50,2, 
34,156,35,शिकार,NN,-50,-50,3, 
35,161,36,-,SYM,-50,-50,3,
36,162,37,एकत्रित,JJ,-50,-50,3,
37,170,38,संस्था,NN,-50,-50,3, 
38,180,39,का,PSP,-50,-50,3, 
39,183,40,भी,RP,-50,-50,3, 
40,186,41,बहुत,INTF,-50,-50,3, 
41,191,42,कम,QF,-50,-50,3, 
42,194,43,घनत्व,NN,-50,-50,3, 
43,200,44,आबादी,NN,-50,-50,3, 
44,206,45,है,VM,-50,-50,3, 
45,208,46,",",SYM,-50,-50,3,
46,210,47,उनके,PRP,-50,-50,3, 
47,215,48,व्यवस्था,NN,-50,-50,3, 
48,224,49,का,PSP,-50,-50,3, 
49,227,50,एक,QC,-50,-50,3, 
50,230,51,हिस्सा,NN,-50,-50,3, 
51,237,52,स्वरूप,NN,-50,-50,3, 
52,244,53,।,SYM,-50,-50,3, 
53,246,54,60,QC,-50,-50,4, 
54,249,55,से,PSP,-50,-50,4, 
55,252,56,100,QC,-50,-50,4, 
56,256,57,प्रतिशत,NN,-50,-50,4, 
57,264,58,अधिक,QF,-50,-50,4, 
58,269,59,आबादी,NN,-50,-50,4, 
59,275,60,घनत्व,NN,-50,-50,4, 
60,281,61,पूरी,JJ,-50,-50,4, 
61,286,62,आबादी,NN,-50,-50,4, 
62,292,63,घनत्व,NN,-50,-50,4, 
63,298,64,का,PSP,-50,-50,4, 
64,301,65,कृषि,XC,-50,-50,4, 
65,306,66,व्यवसाय,NN,-50,-50,4, 
66,314,67,का,PSP,-50,-50,4, 
67,317,68,है।,JJ,-50,-50,4, 
68,321,69,शिकार,NN,-50,-50,5, 
69,326,70,-,SYM,-50,-50,5,
70,327,71,एकत्रित,JJ,-50,-50,5,
71,335,72,संस्था,NN,-50,-50,5, 
72,345,73,का,PSP,-50,-50,5, 
73,348,74,पास,NST,-50,-50,5, 
74,352,75,सामाजिक,JJ,-50,-50,5, 
75,360,76,आकृति,NN,-50,-50,5, 
76,365,77,",",SYM,-50,-50,5,
77,367,78,हालांकि,CC,-50,-50,5, 
78,375,79,यह,PRP,-50,-50,5, 
79,378,80,हमेशा,RB,-50,-50,5, 
80,384,81,नहीं,NEG,-50,-50,5, 
81,389,82,होता।,NN,-50,-50,5, 
82,395,83,क्योंकि,CC,-50,-50,6, 
83,403,84,शिकार,NN,-50,-50,6, 
84,408,85,-,SYM,-50,-50,6,
85,409,86,एकत्रित,JJ,-50,-50,6,
86,417,87,संस्था,NN,-50,-50,6, 
87,427,88,नोमादिक,JJ,-50,-50,6, 
88,434,89,",",SYM,-50,-50,6,
89,436,90,उनके,PRP,-50,-50,6, 
90,441,91,पास,NST,-50,-50,6, 
91,445,92,सामान्यतः,JJ,-50,-50,6, 
92,454,93,भोजन,NN,-50,-50,6, 
93,459,94,सुरतक्षित,JJ,-50,-50,6, 
94,469,95,रख,VM,-50,-50,6, 
95,474,96,का,PSP,-50,-50,6, 
96,477,97,व्यवस्था,NN,-50,-50,6, 
97,486,98,नहीं,NEG,-50,-50,6, 
98,491,99,होती।,NN,-50,-50,6, 
99,497,100,इस,DEM,-50,-50,7, 
100,500,101,तरह,NN,-50,-50,7, 
101,503,102,",",SYM,-50,-50,7,
102,505,103,पूरा,JJ,-50,-50,7, 
103,509,104,-,SYM,-50,-50,7,
104,510,105,समय,NN,-50,-50,7,
105,514,106,नायक,NN,-50,-50,7, 
106,518,107,",",SYM,-50,-50,7,
107,520,108,ब्योरोक्रेटस,NN,-50,-50,7, 
108,532,109,",",SYM,-50,-50,7,
109,534,110,शिकार,NN,-50,-50,7, 
110,539,111,-,SYM,-50,-50,7,
111,540,112,एकत्रित,JJ,-50,-50,7,
112,548,113,संस्था,NN,-50,-50,7, 
113,558,114,का,PSP,-50,-50,7, 
114,561,115,ओर,NST,-50,-50,7, 
115,564,116,से,PSP,-50,-50,7, 
116,567,117,सहायक,JJ,-50,-50,7, 
117,573,118,हो,VM,-50,-50,7, 
118,578,119,हैं।,JJ,-50,-50,7, 
