,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,हालांकि,CC,-50,-50,1,
1,8,2,विकासशील,JJ,-50,-50,1, 
2,17,3,देश,NN,-50,-50,1, 
3,23,4,ने,PSP,-50,-50,1, 
4,26,5,गरीब,NN,-50,-50,1, 
5,33,6,का,PSP,-50,-50,1, 
6,36,7,बेहतर,JJ,-50,-50,1, 
7,42,8,जीवन,NN,-50,-50,1, 
8,47,9,स्तर,NN,-50,-50,1, 
9,52,10,को,PSP,-50,-50,1, 
10,55,11,प्राप्त,JJ,-50,-50,1, 
11,63,12,कर,VM,-50,-50,1, 
12,68,13,का,PSP,-50,-50,1, 
13,71,14,अपना,PRP,-50,-50,1, 
14,76,15,अवसर,NN,-50,-50,1, 
15,83,16,को,PSP,-50,-50,1, 
16,86,17,समझौता,NN,-50,-50,1, 
17,93,18,जाहिर,JJ,-50,-50,1, 
18,99,19,कर,VM,-50,-50,1, 
19,104,20,का,PSP,-50,-50,1, 
20,107,21,ले,PSP,-50,-50,1, 
21,111,22,अनिच्छुक,JJ,-50,-50,1, 
22,120,23,रह,VM,-50,-50,1, 
23,124,24,है,VAUX,-50,-50,1, 
24,127,25,",",SYM,-50,-50,1,
25,129,26,जलवायु,XC,-50,-50,1, 
26,136,27,परिवर्तन,NN,-50,-50,1, 
27,145,28,पर,PSP,-50,-50,1, 
28,148,29,कार्रवाई,NN,-50,-50,1, 
29,157,30,आर्थिक,JJ,-50,-50,1, 
30,164,31,विकास,NN,-50,-50,1, 
31,170,32,को,PSP,-50,-50,1, 
32,173,33,खतरा,NN,-50,-50,1, 
33,178,34,जरूरत,NN,-50,-50,1, 
34,184,35,नहीं,NEG,-50,-50,1, 
35,189,36,है।,JJ,-50,-50,1, 
36,194,37,प्रोत्साहन,NN,-50,-50,2,  
37,205,38,का,PSP,-50,-50,2, 
38,208,39,ले,PSP,-50,-50,2, 
39,212,40,विकासशील,JJ,-50,-50,2, 
