,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,परिवार,NN,-50,-50,1,
1,9,2,पर,PSP,-50,-50,1, 
2,12,3,जीवनशैली,NN,-50,-50,1, 
3,21,4,में,PSP,-50,-50,1, 
4,25,5,मूल्य,NN,-50,-50,1, 
5,31,6,वृद्धि,NN,-50,-50,1, 
6,38,7,का,PSP,-50,-50,1, 
7,41,8,प्रहार,NN,-50,-50,1, 
8,47,9,|,SYM,-50,-50,1,
9,49,10,अंग्रेज़,NNP,-50,-50,2,"
"
10,58,11,परिवार,NN,-50,-50,2, 
11,67,12,को,PSP,-50,-50,2, 
12,70,13,"31,300",QC,-50,-50,2, 
13,77,14,पाउंड,NN,-50,-50,2, 
14,83,15,प्रति,RP:?,-50,-50,2, 
15,89,16,वर्ष,NN,-50,-50,2, 
16,94,17,अतिरिक्त,JJ,-50,-50,2, 
17,103,18,कमा,VM,-50,-50,2, 
18,109,19,हो,VAUX,-50,-50,2, 
19,115,20,क्योंकि,CC,-50,-50,2, 
20,123,21,खा,VM,-50,-50,2, 
21,128,22,और,CC,-50,-50,2, 
22,131,23,ईंधन,NN,-50,-50,2, 
23,136,24,का,PSP,-50,-50,2, 
24,139,25,कीमत,NN,-50,-50,2, 
25,146,26,17,QC,-50,-50,2, 
26,149,27,साल,NN,-50,-50,2, 
27,153,28,में,PSP,-50,-50,2, 
28,157,29,अपनी,PRP,-50,-50,2, 
29,162,30,सबसे,INTF,-50,-50,2, 
30,167,31,ऊँची,JJ,-50,-50,2, 
31,172,32,दर,NN,-50,-50,2, 
32,175,33,पर,PSP,-50,-50,2, 
33,178,34,हैं।,JJ,-50,-50,2, 
34,183,35,पिछला,JJ,-50,-50,3, 
35,189,36,वर्ष,NN,-50,-50,3, 
36,194,37,में,PSP,-50,-50,3, 
37,198,38,सुपरमार्केट्स,NN,-50,-50,3, 
38,212,39,में,PSP,-50,-50,3, 
39,216,40,कीमत,NN,-50,-50,3, 
40,223,41,तेज़ी,NN,-50,-50,3, 
