,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,परिवार,NN,-50,-50,1,
1,7,2,बढ़ती,XC,-50,-50,1, 
2,13,3,महंगाई,NN,-50,-50,1, 
3,20,4,से,PSP,-50,-50,1, 
4,23,5,प्रभावित,JJ,-50,-50,1, 
5,32,6,है,VM,-50,-50,1, 
6,37,7,पिछला,JJ,-50,-50,2," 
"
7,43,8,17,QC,-50,-50,2, 
8,46,9,वर्ष,NN,-50,-50,2, 
9,53,10,में,PSP,-50,-50,2, 
10,57,11,खाद्य,JJ,-50,-50,2, 
11,63,12,और,CC,-50,-50,2, 
12,66,13,तेल,NN,-50,-50,2, 
13,70,14,का,PSP,-50,-50,2, 
14,73,15,कीमत,NN,-50,-50,2, 
15,80,16,तेजी,RB,-50,-50,2, 
16,85,17,से,PSP,-50,-50,2, 
17,88,18,बढ़ने,VM,-50,-50,2, 
18,94,19,का,PSP,-50,-50,2, 
19,97,20,कारण,NN,-50,-50,2, 
20,102,21,ब्रिटिश,JJ,-50,-50,2, 
21,110,22,परिवार,NN,-50,-50,2, 
22,119,23,को,PSP,-50,-50,2, 
23,122,24,अपना,PRP,-50,-50,2, 
24,127,25,खर्च,NN,-50,-50,2, 
25,132,26,में,PSP,-50,-50,2, 
26,136,27,प्रति,RP:?,-50,-50,2, 
27,142,28,वर्ष,NN,-50,-50,2, 
28,147,29,£,NN,-50,-50,2,
29,148,30,"31,300",QC,-50,-50,2,
30,155,31,का,PSP,-50,-50,2, 
31,158,32,बढ़ोतरी,JJ,-50,-50,2, 
32,166,33,से,PSP,-50,-50,2, 
33,169,34,जूझ,VM,-50,-50,2, 
34,175,35,पड़ता,XC,-50,-50,2, 
35,181,36,है।,NN,-50,-50,2, 
36,185,37,बीत,VM,-50,-50,3, 
37,190,38,वर्ष,NN,-50,-50,3, 
38,197,39,में,PSP,-50,-50,3, 
39,201,40,बड़े,NNP,-50,-50,3, 
40,206,41,बाज़ारों,NN,-50,-50,3, 
41,215,42,में,PSP,-50,-50,3, 
42,219,43,कीमते,VM,-50,-50,3, 
43,225,44,काफी,QF,-50,-50,3, 
44,230,45,ऊंची,JJ,-50,-50,3, 
45,235,46,दर,NN,-50,-50,3, 
46,240,47,पर,PSP,-50,-50,3, 
47,243,48,पहुंच,VM,-50,-50,3, 
48,249,49,गई,VAUX,-50,-50,3, 
49,252,50,हैं।,JJ,-50,-50,3, 
50,257,51,विशेषज्ञ,NN,-50,-50,4, 
51,268,52,ने,PSP,-50,-50,4, 
52,271,53,यह,DEM,-50,-50,4, 
53,274,54,चेतावनी,NN,-50,-50,4, 
54,282,55,दे,VM,-50,-50,4, 
55,285,56,है,VAUX,-50,-50,4, 
56,288,57,कि,CC,-50,-50,4, 
57,291,58,कीमत,NN,-50,-50,4, 
58,298,59,अभी,PRP,-50,-50,4, 
59,302,60,और,CC,-50,-50,4, 
60,305,61,बढ़ेंगी,VM,-50,-50,4, 
61,312,62,",",SYM,-50,-50,4,
62,314,63,जो,PRP,-50,-50,4, 
63,320,64,महंगाई,NN,-50,-50,4, 
64,327,65,का,PSP,-50,-50,4, 
65,330,66,सामना,NN,-50,-50,4, 
66,336,67,कर,VM,-50,-50,4, 
67,341,68,हो,VAUX,-50,-50,4, 
68,345,69,अपनी,PRP,-50,-50,4, 
69,350,70,अर्थव्यवस्था,NN,-50,-50,4, 
70,363,71,को,PSP,-50,-50,4, 
71,366,72,नियंत्रण,NN,-50,-50,4, 
72,375,73,में,PSP,-50,-50,4, 
73,379,74,ला,VM,-50,-50,4, 
74,384,75,का,PSP,-50,-50,4, 
75,387,76,कोशिश,NN,-50,-50,4, 
76,393,77,कर,VM,-50,-50,4, 
77,396,78,रह,VAUX,-50,-50,4, 
78,400,79,बैंक,NN,-50,-50,4, 
79,405,80,ऑफ,XC,-50,-50,4, 
80,408,81,इंगलैंड,NNP,-50,-50,4, 
81,416,82,को,PSP,-50,-50,4, 
82,419,83,अपनी,PRP,-50,-50,4, 
83,424,84,ब्याज,XC,-50,-50,4, 
84,430,85,दर,NN,-50,-50,4, 
85,435,86,कम,QF,-50,-50,4, 
86,438,87,कर,VM,-50,-50,4, 
87,443,88,में,PSP,-50,-50,4, 
88,447,89,कठिनाई,NN,-50,-50,4, 
89,454,90,आएगी।,JJ,-50,-50,4, 
90,460,91,स्थिति,NN,-50,-50,5, 
91,467,92,को,PSP,-50,-50,5, 
92,470,93,और,CC,-50,-50,5, 
93,473,94,खराब,JJ,-50,-50,5, 
94,478,95,कर,VM,-50,-50,5, 
95,483,96,हो,VAUX,-50,-50,5, 
96,486,97,",",SYM,-50,-50,5,
97,488,98,बढ़ती,XC,-50,-50,5, 
98,494,99,महंगाई,NN,-50,-50,5, 
99,501,100,का,PSP,-50,-50,5, 
100,504,101,दर,NN,-50,-50,5, 
101,507,102,वेतन,NN,-50,-50,5, 
102,512,103,वृद्धि,NN,-50,-50,5, 
103,519,104,से,PSP,-50,-50,5, 
104,522,105,अभी,PRP,-50,-50,5, 
105,526,106,तेज़,VM,-50,-50,5, 
106,531,107,है,VAUX,-50,-50,5, 
107,533,108,",",SYM,-50,-50,5,
108,535,109,विशेष,JJ,-50,-50,5, 
109,541,110,रूप,NN,-50,-50,5, 
110,545,111,से,PSP,-50,-50,5, 
111,548,112,नर्स,NN,-50,-50,5, 
112,553,113,और,CC,-50,-50,5, 
113,556,114,अन्य,JJ,-50,-50,5, 
114,561,115,स्वास्थ,NN,-50,-50,5, 
115,569,116,कर्मचारी,NN,-50,-50,5, 
116,581,117,का,PSP,-50,-50,5, 
117,584,118,ले,PSP,-50,-50,5, 
118,588,119,जो,PRP,-50,-50,5, 
119,591,120,बिन,NEG,-50,-50,5, 
120,596,121,समुचित,JJ,-50,-50,5, 
121,603,122,वेतन,NN,-50,-50,5, 
122,608,123,वृद्धि,NN,-50,-50,5, 
123,615,124,का,PSP,-50,-50,5, 
124,618,125,इस,DEM,-50,-50,5, 
125,621,126,सरकारी,JJ,-50,-50,5, 
126,628,127,फैसला,NN,-50,-50,5, 
127,634,128,का,PSP,-50,-50,5, 
128,637,129,अधीन,JJ,-50,-50,5, 
129,642,130,हैं।,JJ,-50,-50,5, 
130,647,131,तेल,NN,-50,-50,6, 
131,651,132,और,CC,-50,-50,6, 
132,654,133,खाद्य,NN,-50,-50,6, 
133,660,134,का,PSP,-50,-50,6, 
134,663,135,अलावा,PSP:?,-50,-50,6, 
135,669,136,बिजली,NN,-50,-50,6, 
136,675,137,का,PSP,-50,-50,6, 
137,678,138,बिल,NN,-50,-50,6, 
138,682,139,भी,RP,-50,-50,6, 
139,685,140,बढ़,NN,-50,-50,6, 
140,689,141,रह,VM,-50,-50,6, 
141,693,142,हैं।,JJ,-50,-50,6, 
142,698,143,छह,QC,-50,-50,7, 
143,701,144,बड़े,NNP,-50,-50,7, 
144,706,145,आपूर्तिकर्ताओं,NN,-50,-50,7, 
145,721,146,में,PSP,-50,-50,7, 
146,725,147,से,PSP,-50,-50,7, 
147,728,148,पांच,QC,-50,-50,7, 
148,733,149,ने,PSP,-50,-50,7, 
149,736,150,अपना,PRP,-50,-50,7, 
150,741,151,ग्राहक,JJ,-50,-50,7, 
151,748,152,बिल,NN,-50,-50,7, 
152,752,153,में,PSP,-50,-50,7, 
153,756,154,वृद्धि,NN,-50,-50,7, 
154,763,155,का,PSP,-50,-50,7, 
155,766,156,है।,JJ,-50,-50,7, 
