,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,जीवन,XC,-50,-50,1,
1,5,2,यापन,NN,-50,-50,1, 
2,10,3,का,PSP,-50,-50,1, 
3,13,4,लागत,NN,-50,-50,1, 
4,18,5,में,PSP,-50,-50,1, 
5,22,6,वृद्धि,NN,-50,-50,1, 
6,29,7,का,PSP,-50,-50,1, 
7,32,8,साथ,NST,-50,-50,1, 
8,36,9,परिवार,NN,-50,-50,1, 
9,43,10,मर,VM,-50,-50,1, 
10,47,11,है,VAUX,-50,-50,1, 
11,50,12,ब्रिटिश,JJ,-50,-50,2,"
"
12,58,13,परिवार,NN,-50,-50,2, 
13,67,14,का,PSP,-50,-50,2, 
14,70,15,ले,PSP,-50,-50,2, 
15,74,16,एक,QC,-50,-50,2, 
16,77,17,अतिरिक्त,JJ,-50,-50,2, 
17,86,18,"31,300",QC,-50,-50,2, 
18,93,19,£,JJ,-50,-50,2,
19,96,20,साल,NN,-50,-50,2,  
20,100,21,खाँसी,NN,-50,-50,2, 
21,106,22,का,PSP,-50,-50,2, 
22,109,23,रूप,NN,-50,-50,2, 
23,113,24,में,PSP,-50,-50,2, 
24,117,25,खाद्य,JJ,-50,-50,2, 
25,123,26,और,CC,-50,-50,2, 
26,126,27,ईंधन,NN,-50,-50,2, 
27,131,28,का,PSP,-50,-50,2, 
28,134,29,कीमत,NN,-50,-50,2, 
29,141,30,में,PSP,-50,-50,2, 
30,145,31,उनके,PRP,-50,-50,2, 
31,150,32,17,QC,-50,-50,2, 
32,153,33,साल,NN,-50,-50,2, 
33,157,34,में,PSP,-50,-50,2, 
34,161,35,सबसे,INTF,-50,-50,2, 
35,166,36,तेज,JJ,-50,-50,2, 
36,170,37,दर,NN,-50,-50,2, 
37,173,38,से,PSP,-50,-50,2, 
38,176,39,ऊंची,JJ,-50,-50,2, 
39,181,40,उड़ान,XC,-50,-50,2, 
40,187,41,भर,NN,-50,-50,2, 
41,192,42,है।,JJ,-50,-50,2, 
42,197,43,सुपरमार्केट,NN,-50,-50,3,  
43,209,44,में,PSP,-50,-50,3, 
44,213,45,कीमत,NN,-50,-50,3, 
45,220,46,पिछला,JJ,-50,-50,3, 
46,226,47,साल,NN,-50,-50,3, 
47,230,48,भर,RP,-50,-50,3, 
48,233,49,में,PSP,-50,-50,3, 
49,237,50,एक,QC,-50,-50,3, 
50,240,51,चौंका,VM,-50,-50,3, 
51,248,52,वाली,PSP,-50,-50,3, 
52,253,53,दर,NN,-50,-50,3, 
53,256,54,पर,PSP,-50,-50,3, 
54,259,55,चलवा,NN,-50,-50,3, 
55,263,56,गए,VM,-50,-50,3, 
56,265,57,",",SYM,-50,-50,3,
57,267,58,विश्लेषकों,NN,-50,-50,4, 
58,278,59,ने,PSP,-50,-50,4, 
59,281,60,चेतावनी,NN,-50,-50,4, 
60,289,61,दे,VM,-50,-50,4, 
61,292,62,है,VAUX,-50,-50,4, 
62,295,63,कि,CC,-50,-50,4, 
63,298,64,कीमत,NN,-50,-50,4, 
64,305,65,में,PSP,-50,-50,4, 
65,309,66,अभी,PRP,-50,-50,4, 
66,313,67,भी,RP,-50,-50,4, 
67,316,68,आगा,NST,-50,-50,4, 
68,320,69,बढ़ाने,NN,-50,-50,4, 
69,327,70,का,PSP,-50,-50,4, 
70,330,71,ले,PSP,-50,-50,4, 
71,333,72,",",SYM,-50,-50,4,
72,335,73,हालांकि,CC,-50,-50,4, 
73,343,74,बैंक,NN,-50,-50,4, 
74,348,75,ऑफ,XC,-50,-50,4, 
75,351,76,इंग्लैंड,NNP,-50,-50,4, 
76,360,77,का,PSP,-50,-50,4, 
77,363,78,ब्याज,NN,-50,-50,4, 
78,369,79,दर,NN,-50,-50,4, 
79,374,80,में,PSP,-50,-50,4, 
80,378,81,कटौती,NN,-50,-50,4, 
81,384,82,का,PSP,-50,-50,4, 
82,387,83,रूप,NN,-50,-50,4, 
83,391,84,में,PSP,-50,-50,4, 
84,395,85,यह,DEM,-50,-50,4, 
85,398,86,मुद्रास्फीति,NN,-50,-50,4, 
86,411,87,और,CC,-50,-50,4, 
87,414,88,अर्थव्यवस्था,NN,-50,-50,4, 
88,427,89,को,PSP,-50,-50,4, 
89,430,90,नियंत्रण,NN,-50,-50,4, 
90,439,91,में,PSP,-50,-50,4, 
91,443,92,रख,VM,-50,-50,4, 
92,448,93,का,PSP,-50,-50,4, 
93,451,94,ले,PSP,-50,-50,4, 
94,455,95,संघर्ष,NN,-50,-50,4, 
95,462,96,का,PSP,-50,-50,4, 
96,465,97,ले,PSP,-50,-50,4, 
97,469,98,बना,VM,-50,-50,4, 
98,473,99,रह,VAUX,-50,-50,4, 
99,477,100,हो,VAUX,-50,-50,4, 
100,480,101,।,SYM,-50,-50,4, 
101,482,102,इस,DEM,-50,-50,5, 
102,485,103,मामला,NN,-50,-50,5, 
103,491,104,को,PSP,-50,-50,5, 
104,494,105,बदतर,JJ,-50,-50,5, 
105,499,106,बना,VM,-50,-50,5, 
106,505,107,का,PSP,-50,-50,5, 
107,508,108,ले,PSP,-50,-50,5, 
108,511,109,",",SYM,-50,-50,5,
109,513,110,बढ़ते,JJ,-50,-50,5, 
110,519,111,मूल्य,NN,-50,-50,5, 
111,525,112,का,PSP,-50,-50,5, 
112,528,113,वेतन,NN,-50,-50,5, 
113,533,114,बढ़,NNP,-50,-50,5, 
114,537,115,जा,VAUX,-50,-50,5, 
115,542,116,है,VAUX,-50,-50,5, 
116,544,117,",",SYM,-50,-50,5,
117,546,118,विशेष,JJ,-50,-50,5, 
118,552,119,रूप,NN,-50,-50,5, 
119,556,120,से,PSP,-50,-50,5, 
120,559,121,नर्सों,NN,-50,-50,5, 
121,566,122,और,CC,-50,-50,5, 
122,569,123,अन्य,JJ,-50,-50,5, 
123,574,124,स्वास्थ्य,XC,-50,-50,5, 
124,584,125,पेशेवरों,NN,-50,-50,5, 
125,592,126,",",SYM,-50,-50,5,
126,594,127,सरकार,NN,-50,-50,5, 
127,600,128,से,PSP,-50,-50,5, 
128,603,129,आग्रह,NN,-50,-50,5, 
129,609,130,है,VM,-50,-50,5, 
130,612,131,कि,CC,-50,-50,5, 
131,615,132,जोर,NN,-50,-50,5, 
132,619,133,दे,VM,-50,-50,5, 
133,622,134,उनके,PRP,-50,-50,5, 
134,627,135,वेतन,NN,-50,-50,5, 
135,632,136,बढा,VM,-50,-50,5, 
136,638,137,हेतु,PSP,-50,-50,5, 
137,642,138,",",SYM,-50,-50,5,
138,644,139,जो,PRP,-50,-50,5, 
139,647,140,सार्वजनिक,JJ,-50,-50,5, 
140,657,141,क्षेत्र,NN,-50,-50,5, 
141,665,142,में,PSP,-50,-50,5, 
142,669,143,महंगाई,JJ,-50,-50,5, 
143,676,144,वेतन,NN,-50,-50,5, 
144,681,145,से,PSP,-50,-50,5, 
145,684,146,कम,QF,-50,-50,5, 
146,687,147,वेतन,NN,-50,-50,5, 
147,692,148,प्राप्त,JJ,-50,-50,5, 
148,700,149,है।,JJ,-50,-50,5, 
149,704,150,ईंधन,NN,-50,-50,6, 
150,709,151,और,CC,-50,-50,6, 
151,712,152,भोजन,NN,-50,-50,6, 
152,717,153,का,PSP,-50,-50,6, 
153,720,154,ले,PSP,-50,-50,6, 
154,724,155,इसके,PRP,-50,-50,6, 
155,729,156,अलावा,PSP:?,-50,-50,6, 
156,734,157,",",SYM,-50,-50,6,
157,736,158,बिजली,NN,-50,-50,6, 
158,742,159,का,PSP,-50,-50,6, 
159,745,160,बिल,NN,-50,-50,6, 
160,749,161,भी,RP,-50,-50,6, 
161,752,162,बढ़ते,VM,-50,-50,6, 
162,758,163,है,VAUX,-50,-50,6, 
163,761,164,",",SYM,-50,-50,6,
164,763,165,छह,QC,-50,-50,7, 
165,766,166,में,PSP,-50,-50,7, 
166,770,167,से,PSP,-50,-50,7, 
167,773,168,पांच,QC,-50,-50,7, 
168,778,169,सबसे,INTF,-50,-50,7, 
169,783,170,बड़े,NNP,-50,-50,7, 
170,788,171,आपूर्तिकर्ताओं,NN,-50,-50,7, 
171,803,172,का,PSP,-50,-50,7, 
172,806,173,बाहर,NST,-50,-50,7, 
173,811,174,अपना,PRP,-50,-50,7, 
174,816,175,ग्राहक,NN,-50,-50,7, 
175,825,176,का,PSP,-50,-50,7, 
176,828,177,बिल,NN,-50,-50,7, 
177,832,178,में,PSP,-50,-50,7, 
178,836,179,वृद्धि,NN,-50,-50,7, 
