,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,परिवार,NN,-50,-50,1,
1,7,2,जीवन,NN,-50,-50,1, 
2,12,3,का,PSP,-50,-50,1, 
3,15,4,मूल्य,NN,-50,-50,1, 
4,21,5,में,PSP,-50,-50,1, 
5,25,6,वृद्धि,NN,-50,-50,1, 
6,32,7,का,PSP,-50,-50,1, 
7,35,8,साथ,NST,-50,-50,1, 
8,39,9,प्रहार,NN,-50,-50,1, 
9,46,10,कर,VM,-50,-50,1, 
10,51,11,हैं।,JJ,-50,-50,1, 
11,56,12,17,QC,-50,-50,2, 
12,59,13,साल,NN,-50,-50,2, 
13,63,14,में,PSP,-50,-50,2, 
14,67,15,अंग्रेज,NN,-50,-50,2, 
15,75,16,परिवार,NN,-50,-50,2, 
16,82,17,काउघ,NN,-50,-50,2, 
17,87,18,ऊपर,NST,-50,-50,2, 
18,91,19,एक,QC,-50,-50,2, 
19,94,20,वर्ष,NN,-50,-50,2, 
20,99,21,में,PSP,-50,-50,2, 
21,103,22,£,NN,-50,-50,2,
22,104,23,"31,300",QC,-50,-50,2,
23,111,24,का,PSP,-50,-50,2, 
24,114,25,अतिरिक्त,JJ,-50,-50,2, 
25,123,26,का,PSP,-50,-50,2, 
26,126,27,जैसे,PSP,-50,-50,2, 
27,131,28,खाना,NN,-50,-50,2, 
28,136,29,और,CC,-50,-50,2, 
29,139,30,ईंधन,NN,-50,-50,2, 
30,144,31,कीमत,NN,-50,-50,2, 
31,149,32,तेज,JJ,-50,-50,2, 
32,153,33,दर,NN,-50,-50,2, 
33,156,34,में,PSP,-50,-50,2, 
34,160,35,ऊँचा,VM,-50,-50,2, 
35,165,36,बढ़ा,XC,-50,-50,2, 
36,170,37,है।,NNP,-50,-50,2, 
37,174,38,पिछला,JJ,-50,-50,3, 
38,180,39,साला,NN,-50,-50,3, 
39,186,40,में,PSP,-50,-50,3, 
40,190,41,सुपरमार्केटस्,NN,-50,-50,3, 
41,204,42,में,PSP,-50,-50,3, 
42,208,43,कीमत,NN,-50,-50,3, 
43,215,44,एक,QC,-50,-50,3, 
44,218,45,सचेत,JJ,-50,-50,3, 
45,223,46,करनेवाला,VM,-50,-50,3, 
46,232,47,मूल्य,NN,-50,-50,3, 
47,238,48,से,PSP,-50,-50,3, 
48,241,49,ऊपर,NST,-50,-50,3, 
49,245,50,चढ़ीं,VM,-50,-50,3, 
50,251,51,हैं।,JJ,-50,-50,3, 
51,256,52,विश्लेषकों,NN,-50,-50,4, 
52,267,53,ने,PSP,-50,-50,4, 
53,270,54,चेतावनी,NN,-50,-50,4, 
54,278,55,दे,VM,-50,-50,4, 
55,281,56,है,VAUX,-50,-50,4, 
56,284,57,कि,CC,-50,-50,4, 
57,287,58,कीमत,NN,-50,-50,4, 
58,294,59,आगा,NST,-50,-50,4, 
59,298,60,भी,RP,-50,-50,4, 
60,301,61,बढ़ेंगी,VM,-50,-50,4, 
61,308,62,",",SYM,-50,-50,4,
62,310,63,इंग्लैण्ड,NN,-50,-50,4, 
63,320,64,का,PSP,-50,-50,4, 
64,323,65,बैंक,NN,-50,-50,4, 
65,328,66,का,PSP,-50,-50,4, 
66,331,67,ले,PSP,-50,-50,4, 
67,336,68,यह,PRP,-50,-50,4, 
68,339,69,कठोर,JJ,-50,-50,4, 
69,344,70,बना,VM,-50,-50,4, 
70,350,71,ब्याज,NN,-50,-50,4, 
71,356,72,का,PSP,-50,-50,4, 
72,359,73,दर,NN,-50,-50,4, 
73,362,74,को,PSP,-50,-50,4, 
74,365,75,काट,VM,-50,-50,4, 
75,371,76,क्योंकि,CC,-50,-50,4, 
76,379,77,यह,DEM,-50,-50,4, 
