,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,अधिकांश,JJ,-50,-50,1,
1,8,2,हंटर,XC,-50,-50,1, 
2,12,3,-,SYM,-50,-50,1,
3,13,4,गैथरर,JJ,-50,-50,1,
4,19,5,सोसाइटी,NN,-50,-50,1, 
5,27,6,नोमैडिक,JJ,-50,-50,1, 
6,35,7,हो,VM,-50,-50,1, 
7,40,8,हैं।,NN,-50,-50,1, 
8,45,9,किसी,PRP,-50,-50,2, 
9,50,10,ऐसे,DEM,-50,-50,2, 
10,54,11,सबसिस्टेंस,NN,-50,-50,2, 
11,65,12,सिस्टम,NN,-50,-50,2, 
12,72,13,का,PSP,-50,-50,2, 
13,75,14,अंतर्गत,PSP:?,-50,-50,2, 
14,83,15,निहित,JJ,-50,-50,2, 
15,89,16,हो,VM,-50,-50,2, 
16,94,17,कठिन,JJ,-50,-50,2, 
17,99,18,हो,VM,-50,-50,2, 
18,104,19,है,VAUX,-50,-50,2, 
19,107,20,क्यों,WQ,-50,-50,2, 
20,113,21,एक,QC,-50,-50,2, 
21,116,22,क्षेत्र,NN,-50,-50,2, 
22,124,23,का,PSP,-50,-50,2, 
23,127,24,संसाधन,NN,-50,-50,2, 
24,134,25,त्वरित,JJ,-50,-50,2, 
25,141,26,रूप,NN,-50,-50,2, 
26,145,27,से,PSP,-50,-50,2, 
27,148,28,नष्ट,JJ,-50,-50,2, 
28,153,29,हो,VM,-50,-50,2, 
29,156,30,सक,VAUX,-50,-50,2, 
30,161,31,हैं।,JJ,-50,-50,2, 
31,166,32,हंटर,NN,-50,-50,3, 
32,170,33,-,SYM,-50,-50,3,
33,171,34,गैदरर,XC,-50,-50,3,
34,177,35,सोसाइटी,NNP,-50,-50,3, 
35,185,36,अपना,PRP,-50,-50,3, 
36,190,37,सबसिस्टेंस,XC,-50,-50,3, 
37,201,38,सिस्टम,NNP,-50,-50,3, 
38,208,39,का,PSP,-50,-50,3, 
39,211,40,परिणामस्वरूप,NN,-50,-50,3, 
40,224,41,बहुत,INTF,-50,-50,3, 
41,229,42,कम,QF,-50,-50,3, 
42,232,43,जनसंख्या,NN,-50,-50,3, 
43,241,44,आँकड़ों,NN,-50,-50,3, 
44,249,45,का,PSP,-50,-50,3, 
45,252,46,ले,PSP,-50,-50,3, 
46,256,47,भी,RP,-50,-50,3, 
