,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,सामाजिक,JJ,-50,-50,1,
1,8,2,विज्ञान,NN,-50,-50,1, 
2,16,3,नया,JJ,-50,-50,1, 
3,20,4,पाठ्य,NN,-50,-50,1, 
4,26,5,है,VM,-50,-50,1, 
5,28,6,,SYM,-50,-50,1,
6,30,7,यह,DEM,-50,-50,2, 
7,33,8,आधुनिकता,NN,-50,-50,2, 
8,42,9,का,PSP,-50,-50,2, 
9,45,10,समक्ष,JJ,-50,-50,2, 
10,51,11,आ,VM,-50,-50,2, 
11,53,12,रह,VAUX,-50,-50,2, 
12,57,13,चुनौती,NN,-50,-50,2, 
13,67,14,का,PSP,-50,-50,2, 
14,70,15,प्रतिसाद,NN,-50,-50,2, 
15,79,16,में,PSP,-50,-50,2, 
16,83,17,उन्नीसवी,XC,-50,-50,2, 
17,92,18,सदी,NNP,-50,-50,2, 
18,96,19,में,PSP,-50,-50,2, 
19,100,20,उभर,VM,-50,-50,2, 
20,105,21,था,VAUX,-50,-50,2, 
21,107,22,,SYM,-50,-50,2,
22,109,23,आधुनिकता,NN,-50,-50,3, 
23,118,24,और,CC,-50,-50,3, 
24,121,25,तकनीकी,JJ,-50,-50,3, 
25,128,26,उन्नता,NN,-50,-50,3, 
26,135,27,का,PSP,-50,-50,3, 
27,138,28,बढ़ने,NN,-50,-50,3, 
28,144,29,का,PSP,-50,-50,3, 
29,147,30,परिणामस्वरूप,NN,-50,-50,3, 
30,160,31,लोग,NN,-50,-50,3, 
31,166,32,का,PSP,-50,-50,3, 
32,169,33,अपना,PRP,-50,-50,3, 
33,174,34,से,PSP,-50,-50,3, 
34,177,35,अलग,JJ,-50,-50,3, 
35,181,36,भिन्न,JJ,-50,-50,3, 
36,187,37,परंपरा,NN,-50,-50,3, 
37,196,38,और,CC,-50,-50,3, 
38,199,39,सामाज,NN,-50,-50,3, 
39,205,40,तक,RP,-50,-50,3, 
40,208,41,दायरा,NN,-50,-50,3, 
41,214,42,बढ़ा,XC,-50,-50,3, 
42,219,43,है,VAUX,-50,-50,3, 
43,221,44,,SYM,-50,-50,3,
44,223,45,इस,DEM,-50,-50,4, 
45,226,46,एक्सपोज़र,NNP,-50,-50,4, 
46,236,47,का,PSP,-50,-50,4, 
47,239,48,प्रभाव,NN,-50,-50,4, 
48,246,49,भिन्न,JJ,-50,-50,4, 
49,252,50,था,VM,-50,-50,4, 
50,254,51,",",SYM,-50,-50,4,
51,256,52,लेकिन,CC,-50,-50,4, 
52,262,53,कुछ,QF,-50,-50,4, 
53,266,54,लोग,NN,-50,-50,4, 
54,272,55,का,PSP,-50,-50,4, 
55,275,56,ले,PSP,-50,-50,4, 
56,279,57,यह,DEM,-50,-50,4, 
57,282,58,परंपरा,NN,-50,-50,4, 
58,291,59,नियम,NN,-50,-50,4, 
59,298,60,और,CC,-50,-50,4, 
60,301,61,कस्टम,NN,-50,-50,4, 
61,307,62,का,PSP,-50,-50,4, 
62,310,63,विभाजन,NN,-50,-50,4, 
63,317,64,और,CC,-50,-50,4, 
64,320,65,कुछ,QF,-50,-50,4, 
65,324,66,लोग,NN,-50,-50,4, 
66,330,67,का,PSP,-50,-50,4, 
67,333,68,ले,PSP,-50,-50,4, 
68,337,69,किस,WQ,-50,-50,4, 
69,341,70,तरह,NN,-50,-50,4, 
70,345,71,संसार,NN,-50,-50,4, 
71,351,72,चल,VM,-50,-50,4, 
72,356,73,है,VAUX,-50,-50,4, 
73,359,74,उसे,PRP,-50,-50,4, 
74,363,75,संशोधित,JJ,-50,-50,4, 
75,371,76,रूप,NN,-50,-50,4, 
76,375,77,से,PSP,-50,-50,4, 
77,378,78,समझ,VM,-50,-50,4, 
78,384,79,का,PSP,-50,-50,4, 
79,387,80,तरीका,NN,-50,-50,4, 
80,392,81,,SYM,-50,-50,4,
81,393,82,सामाजिकज्ञाताओं,NN,-50,-50,5,
82,409,83,ने,PSP,-50,-50,5, 
83,412,84,इन,DEM,-50,-50,5, 
84,415,85,परिवर्तन,NN,-50,-50,5, 
85,426,86,का,PSP,-50,-50,5, 
86,429,87,प्रतिसाद,NN,-50,-50,5, 
87,438,88,में,PSP,-50,-50,5, 
88,442,89,यह,PRP,-50,-50,5, 
89,445,90,समझ,VM,-50,-50,5, 
90,451,91,का,PSP,-50,-50,5, 
91,454,92,प्रयास,NN,-50,-50,5, 
92,461,93,कर,VM,-50,-50,5, 
93,466,94,कि,CC,-50,-50,5, 
94,469,95,सामाजिक,JJ,-50,-50,5, 
95,477,96,समूह,NN,-50,-50,5, 
96,484,97,को,PSP,-50,-50,5, 
97,487,98,क्या,WQ,-50,-50,5, 
98,492,99,चीज़,NNP,-50,-50,5, 
99,497,100,साथ,NST,-50,-50,5, 
100,501,101,रख,VM,-50,-50,5, 
101,506,102,है,VAUX,-50,-50,5, 
102,509,103,और,CC,-50,-50,5, 
103,512,104,सामाजिक,JJ,-50,-50,5, 
104,520,105,मजबूती,NN,-50,-50,5, 
105,527,106,का,PSP,-50,-50,5, 
106,530,107,विभाजन,NN,-50,-50,5, 
107,537,108,का,PSP,-50,-50,5, 
108,540,109,ले,PSP,-50,-50,5, 
109,544,110,संभव,JJ,-50,-50,5, 
110,549,111,समाधान,NN,-50,-50,5, 
111,556,112,ढूंढने,VM,-50,-50,5, 
112,563,113,हेतु,PSP,-50,-50,5, 
113,568,114,भी,RP,-50,-50,5, 
114,570,115,,SYM,-50,-50,5,
115,572,116,सामाजिक,JJ,-50,-50,6, 
116,580,117,विज्ञान,XC,-50,-50,6, 
117,588,118,शब्द,NN,-50,-50,6, 
118,593,119,1838,QC,-50,-50,6, 
119,598,120,में,PSP,-50,-50,6, 
120,602,121,अग्सती,JJ,-50,-50,6, 
121,609,122,कमेट,NN,-50,-50,6, 
122,614,123,(,SYM,-50,-50,6,
123,615,124,1798,QC,-50,-50,6,
124,619,125,-,SYM,-50,-50,6,
125,620,126,1857,QC,-50,-50,6,
126,624,127,),SYM,-50,-50,6,
127,626,128,द्वारा,PSP,-50,-50,6, 
128,633,129,लेटिन,XC,-50,-50,6, 
129,639,130,शब्द,NN,-50,-50,6, 
130,644,131,(,SYM,-50,-50,6,
131,645,132,साथी,NN,-50,-50,6,
132,649,133,,SYM,-50,-50,6,
133,651,134,संबंद्धी,NN,-50,-50,6, 
134,659,135,),SYM,-50,-50,6,
135,661,136,और,CC,-50,-50,6, 
136,664,137,ग्रीक,XC,-50,-50,6, 
137,670,138,शब्द,XC,-50,-50,6, 
138,675,139,लोजिया,NNP,-50,-50,6, 
139,682,140,द्वारा,PSP,-50,-50,6, 
140,689,141,ले,VM,-50,-50,6, 
141,694,142,गया,VAUX,-50,-50,6, 
142,698,143,है,VAUX,-50,-50,6, 
143,700,144,,SYM,-50,-50,6,
