,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,हालाकि,CC,-50,-50,1,
1,7,2,विकसित,JJ,-50,-50,1, 
2,14,3,देश,NN,-50,-50,1, 
3,17,4,",",SYM,-50,-50,1,
4,19,5,गरीब,NN,-50,-50,1, 
5,26,6,को,PSP,-50,-50,1, 
6,29,7,बेहतर,JJ,-50,-50,1, 
7,35,8,जीवन,NN,-50,-50,1, 
8,40,9,दे,VM,-50,-50,1, 
9,45,10,का,PSP,-50,-50,1, 
10,48,11,ले,PSP,-50,-50,1, 
11,53,12,समझदारी,NN,-50,-50,1, 
12,61,13,का,PSP,-50,-50,1, 
13,64,14,साथ,NST,-50,-50,1, 
14,68,15,काम्प्रोमाइज,NN,-50,-50,1, 
15,81,16,भी,RP,-50,-50,1, 
16,84,17,कर,VM,-50,-50,1, 
17,87,18,रह,VAUX,-50,-50,1, 
18,91,19,है,VAUX,-50,-50,1, 
19,94,20,",",SYM,-50,-50,1,
20,96,21,साथ,NST,-50,-50,1, 
21,100,22,ही,RP,-50,-50,1, 
22,103,23,बदल,VM,-50,-50,1, 
23,109,24,मौसम,NN,-50,-50,1, 
24,114,25,पर,PSP,-50,-50,1, 
25,117,26,प्रक्रिया,NN,-50,-50,1, 
26,127,27,से,PSP,-50,-50,1, 
27,130,28,भी,RP,-50,-50,1, 
28,133,29,व्यवसायिक,JJ,-50,-50,1, 
29,143,30,विकास,NN,-50,-50,1, 
30,149,31,में,PSP,-50,-50,1, 
31,153,32,कोई,PRP,-50,-50,1, 
32,157,33,डर,NN,-50,-50,1, 
33,160,34,नहीं,NEG,-50,-50,1, 
34,165,35,है।,JJ,-50,-50,1, 
35,169,36,विकसित,JJ,-50,-50,2, 
36,176,37,देश,NN,-50,-50,2, 
37,182,38,को,PSP,-50,-50,2, 
38,185,39,और,CC,-50,-50,2, 
39,188,40,विकसित,JJ,-50,-50,2, 
40,195,41,कर,VM,-50,-50,2, 
41,200,42,का,PSP,-50,-50,2, 
42,203,43,ले,PSP,-50,-50,2, 
43,207,44,",",SYM,-50,-50,2,
44,209,45,ग्रीन,XC,-50,-50,2, 
45,215,46,माइल,NN,-50,-50,2, 
