,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,समाज,XC,-50,-50,1,
1,5,2,विज्ञान,XC,-50,-50,1, 
2,13,3,अपेक्षाकृत,NNP,-50,-50,1, 
3,24,4,एक,QC,-50,-50,1, 
4,27,5,नया,JJ,-50,-50,1, 
5,31,6,शैक्षणिक,JJ,-50,-50,1, 
6,40,7,विषय,NN,-50,-50,1, 
7,45,8,है।,JJ,-50,-50,1, 
8,49,9,यह,DEM,-50,-50,2, 
9,52,10,आधुनिकता,NN,-50,-50,2, 
10,61,11,का,PSP,-50,-50,2, 
11,64,12,चुनौती,NN,-50,-50,2, 
12,74,13,का,PSP,-50,-50,2, 
13,77,14,प्रतिक्रिया,NN,-50,-50,2, 
14,89,15,में,PSP,-50,-50,2, 
15,93,16,19,QC,-50,-50,2, 
16,95,17,वीं,XC,-50,-50,2,
17,99,18,शताब्दी,NNP,-50,-50,2, 
18,107,19,का,PSP,-50,-50,2, 
19,110,20,आरम्भ,NN,-50,-50,2, 
20,115,21,में,PSP,-50,-50,2, 
21,119,22,प्रकट,JJ,-50,-50,2, 
22,125,23,हुआ।,NN,-50,-50,2, 
23,130,24,तेजी,RB,-50,-50,3, 
24,135,25,से,PSP,-50,-50,3, 
25,138,26,बढ़ती,VM,-50,-50,3, 
26,144,27,हमारी,PRP,-50,-50,3, 
27,150,28,गतिशीलता,NN,-50,-50,3, 
28,159,29,और,CC,-50,-50,3, 
29,162,30,तकनीकी,JJ,-50,-50,3, 
30,169,31,तरक्की,NN,-50,-50,3, 
31,176,32,का,PSP,-50,-50,3, 
32,179,33,परिणाम,NN,-50,-50,3, 
33,186,34,स्वरूप,NN,-50,-50,3, 
34,193,35,लोग,NN,-50,-50,3, 
35,199,36,का,PSP,-50,-50,3, 
36,202,37,अपनी,PRP,-50,-50,3, 
37,207,38,विभिन्न,JJ,-50,-50,3, 
38,215,39,संस्कृति,NN,-50,-50,3, 
39,224,40,और,CC,-50,-50,3, 
40,227,41,समाज,NN,-50,-50,3, 
41,232,42,में,PSP,-50,-50,3, 
42,236,43,झुकाव,NN,-50,-50,3, 
43,242,44,वृद्धि,NN,-50,-50,3, 
44,249,45,हुई।,JJ,-50,-50,3, 
45,254,46,इस,DEM,-50,-50,4, 
46,257,47,झुकाव,NN,-50,-50,4, 
47,263,48,का,PSP,-50,-50,4, 
48,266,49,प्रभाव,NN,-50,-50,4, 
49,273,50,भिन्न,JJ,-50,-50,4, 
50,279,51,था,VM,-50,-50,4, 
51,281,52,",",SYM,-50,-50,4,
52,283,53,लेकिन,CC,-50,-50,4, 
53,289,54,कुछ,QF,-50,-50,4, 
54,293,55,लोग,NN,-50,-50,4, 
55,297,56,ऐसे,PRP,-50,-50,4, 
56,301,57,शामिल,JJ,-50,-50,4, 
57,307,58,था,VM,-50,-50,4, 
58,309,59,",",SYM,-50,-50,4,
59,311,60,जो,PRP,-50,-50,4, 
60,318,61,पारंपरिक,JJ,-50,-50,4, 
