,cur,id,lemma,pos,Prob1,Prob2,segId,space
0,0,1,हालाँकि,CC,-50,-50,1,
1,8,2,विकासशील,JJ,-50,-50,1, 
2,17,3,देश,NN,-50,-50,1, 
3,21,4,ग़रीब,JJ,-50,-50,1, 
4,27,5,लोग,NN,-50,-50,1, 
5,33,6,का,PSP,-50,-50,1, 
6,36,7,जीवनयापन,NN,-50,-50,1, 
7,45,8,का,PSP,-50,-50,1, 
8,48,9,बेहतर,JJ,-50,-50,1, 
9,54,10,मानक,VM,-50,-50,1, 
10,59,11,प्राप्त,JJ,-50,-50,1, 
11,67,12,कर,VM,-50,-50,1, 
12,72,13,का,PSP,-50,-50,1, 
13,75,14,अपना,PRP,-50,-50,1, 
14,80,15,अवसर,NN,-50,-50,1, 
15,87,16,से,PSP,-50,-50,1, 
16,90,17,समझौता,NN,-50,-50,1, 
17,97,18,कर,VM,-50,-50,1, 
18,102,19,को,PSP,-50,-50,1, 
19,105,20,तैयार,JJ,-50,-50,1, 
20,111,21,नहीं,NEG,-50,-50,1, 
21,116,22,है,VM,-50,-50,1, 
22,119,23,",",SYM,-50,-50,1,
23,121,24,फिर,RB,-50,-50,1, 
24,125,25,भी,RP,-50,-50,1, 
25,128,26,पर्यावरण,NN,-50,-50,1, 
26,137,27,परिवर्तन,NN,-50,-50,1, 
27,146,28,का,PSP,-50,-50,1, 
28,149,29,गतिविधियों,NN,-50,-50,1, 
29,160,30,से,PSP,-50,-50,1, 
30,163,31,आर्थिक,JJ,-50,-50,1, 
31,170,32,विकास,NN,-50,-50,1, 
32,176,33,को,PSP,-50,-50,1, 
33,179,34,ख़तरा,NN,-50,-50,1, 
34,185,35,नहीं,NEG,-50,-50,1, 
35,190,36,हो,VM,-50,-50,1, 
36,195,37,चाहिए।,JJ,-50,-50,1, 
37,202,38,विकासशील,JJ,-50,-50,2, 
38,211,39,देश,NN,-50,-50,2, 
39,217,40,को,PSP,-50,-50,2, 
